pt,charge,rp,phi,eta,calo_energy,Particle_Type,pos,pos_1,dir_1,pos_2,dir_2,detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4,Error,et,theta,px,py,pz,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,dir,Name,Index,WasRun,Accept,Objects,path,slot,moduleLabel,moduleType,VID,KEY,id,mass
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v18,7.0,hltL1sL1DoubleEG137,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v18,53.0,hltEle17TightIdLooseIsoEle8TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,12.0,-11.0,-0.0156426
44.4068,,,-0.611961,1.44068,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v18,53.0,hltEle17TightIdLooseIsoEle8TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,13.0,11.0,-0.0335372
13.0,,,2.0944,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_Ele8_Mass50_v6,7.0,hltL1sL1DoubleEG137,HLTLevel1GTSeed,-83.0,127.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_Ele8_Mass50_v6,7.0,hltL1sL1DoubleEG137,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele17_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_Ele8_Mass50_v6,53.0,hltEle17CaloIdVTCaloIsoVTTrkIdTTrkIsoVTEle8TrackIsoFilter,HLTElectronGenericFilter,82.0,12.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v11,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele15_CaloIdT_CaloIsoVL_trackless_v7,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele15_CaloIdT_CaloIsoVL_trackless_v7,53.0,hltEle27TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,12.0,-11.0,-0.0156426
44.4068,,,-0.611961,1.44068,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele15_CaloIdT_CaloIsoVL_trackless_v7,53.0,hltEle27TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,13.0,11.0,-0.0335372
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT15_v7,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT15_v7,53.0,hltEle27TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,12.0,-11.0,-0.0156426
44.4068,,,-0.611961,1.44068,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT15_v7,53.0,hltEle27TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,13.0,11.0,-0.0335372
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele23_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT30_v7,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele23_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT30_v7,53.0,hltEle23TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,12.0,-11.0,-0.0156426
44.4068,,,-0.611961,1.44068,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele23_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_HFT30_v7,53.0,hltEle23TightIdLooseIsoTrackIsoFilter,HLTElectronGenericFilter,82.0,13.0,11.0,-0.0335372
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet30_v3,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet30_v3,53.0,hltEle25CaloIdVTTrkIdVLCaloIsoVLTrkIsoTTrackIsoFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet30_v3,182.0,hltEle25CaloIdVTCaloIsoVLTrkIdVLTrkIsoTTriCentralPFNoPUJet30EleCleaned,HLTPFJetCollectionsFilter,0.0,277.0,0.0,6.53012
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet45_35_25_v1,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet45_35_25_v1,53.0,hltEle25CaloIdVTTrkIdVLCaloIsoVLTrkIsoTTrackIsoFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet45_35_25_v1,182.0,hltEle25CaloIdVTCaloIsoVLTrkIdVLTrkIsoTTriCentralPFNoPUJet25EleCleaned,HLTPFJetCollectionsFilter,0.0,277.0,0.0,6.53012
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet50_40_30_v3,7.0,hltL1sL1SingleEG20orL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet50_40_30_v3,53.0,hltEle25CaloIdVTTrkIdVLCaloIsoVLTrkIsoTTrackIsoFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
54.9008,,,2.60483,0.723927,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_TriCentralPFNoPUJet50_40_30_v3,182.0,hltEle25CaloIdVTCaloIsoVLTrkIdVLTrkIsoTTriCentralPFNoPUJet30EleCleaned,HLTPFJetCollectionsFilter,0.0,277.0,0.0,6.53012
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_v11,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_v11,56.0,hltEle27WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,6.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_PFMET_MT50_v6,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_PFMET_MT50_v6,56.0,hltEle27WP80TrackIsoFilter,HLTElectronGenericFilter,82.0,6.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_v6,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v11,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_SC17_Mass50_v6,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
43.3446,,,-0.610686,1.46769,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_SC17_Mass50_v6,41.0,hltEle32CaloIdTCaloIsoTTrkIdTTrkIsoTSC17PixelMatchFilter,HLTElectronPixelMatchFilter,92.0,0.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_SC17_Mass50_v6,53.0,hltEle32CaloIdTCaloIsoTTrkIdTTrkIsoTSC17TrackIsoFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele80_CaloIdVT_GsfTrkIdT_v2,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele90_CaloIdVT_GsfTrkIdT_v2,7.0,hltL1sL1SingleEG20ORL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle33_CaloIdL_v14,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v7,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
43.3446,,,-0.610686,1.46769,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v7,37.0,hltEle33CaloIdLPixelMatchFilter,HLTElectronPixelMatchFilter,92.0,0.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle33_CaloIdT_v10,7.0,hltL1sL1SingleEG22,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
43.3446,,,-0.610686,1.46769,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle33_CaloIdT_v10,37.0,hltEle33CaloIdTPixelMatchFilter,HLTElectronPixelMatchFilter,92.0,0.0,0.0,0.0
13.0,,,2.0944,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,7.0,hltL1sL1EG12EG7EG5,HLTLevel1GTSeed,-83.0,127.0,0.0,0.0
5.0,,,2.44346,0.5215,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,7.0,hltL1sL1EG12EG7EG5,HLTLevel1GTSeed,-83.0,128.0,0.0,0.0
46.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,7.0,hltL1sL1EG12EG7EG5,HLTLevel1GTSeed,-82.0,131.0,0.0,0.0
44.2499,,,-0.599468,1.44464,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,46.0,hltL1NonIsoHLT3LegEleIdTripleElectronEt15Et8Et5EleIdDphiFilter,HLTElectronGenericFilter,82.0,16.0,-11.0,-0.0156426
44.4068,,,-0.611961,1.44068,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,46.0,hltL1NonIsoHLT3LegEleIdTripleElectronEt15Et8Et5EleIdDphiFilter,HLTElectronGenericFilter,82.0,17.0,11.0,-0.0335372
6.04567,,,2.57875,0.649568,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele15_Ele8_Ele5_CaloIdL_TrkIdVL_v6,46.0,hltL1NonIsoHLT3LegEleIdTripleElectronEt15Et8Et5EleIdDphiFilter,HLTElectronGenericFilter,82.0,18.0,-11.0,-0.002071
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,34.0,hltDoubleL2Tau30eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,34.0,hltDoubleL2Tau30eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,47.0,hltDoubleL2Jets30eta2p1,HLT1CaloJet,85.0,19.0,0.0,11.4085
59.8121,,,2.62005,0.792036,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,47.0,hltDoubleL2Jets30eta2p1,HLT1CaloJet,85.0,20.0,0.0,8.21403
38.4336,,,1.96177,0.827274,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,47.0,hltDoubleL2Jets30eta2p1,HLT1CaloJet,85.0,21.0,0.0,8.3022
79.9702,,,-0.607303,1.47874,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,48.0,hltTripleL2Jets30eta3,HLT1CaloJet,85.0,19.0,0.0,11.4085
59.8121,,,2.62005,0.792036,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,48.0,hltTripleL2Jets30eta3,HLT1CaloJet,85.0,20.0,0.0,8.21403
38.4336,,,1.96177,0.827274,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,48.0,hltTripleL2Jets30eta3,HLT1CaloJet,85.0,21.0,0.0,8.3022
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,49.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
35.4287,,,2.6381,0.781133,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,49.0,hltL2Tau25eta2p1,HLT1CaloJet,84.0,120.0,15.0,2.97491
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_Jet30_v4,57.0,hltL2DiTauIsoFilter,HLTCaloJetTag,84.0,121.0,15.0,1.83734
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau30_Trk1_eta2p1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,7.0,hltL1sDoubleTauJet44erorDoubleJetC64,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
45.3274,,,-0.60783,1.4728,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Prong1_v3,34.0,hltDoubleL2Tau35eta2p1,HLT1CaloJet,84.0,119.0,15.0,1.83734
