Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
160957,37804119,G,14.6569,6.1451400000000005,-4.3433,12.5773,7.52509,1.2862200000000001,-0.615266,-1,G,38.1995,11.9485,-14.0851,33.437,18.4704,1.35543,-0.867283,1,3.08268
160957,38218152,G,13.0187,-3.31854,-10.1188,7.4882,10.6491,0.655267,-1.8877,-1,G,8.66987,0.0730028,-6.26994,5.98649,6.27037,0.848995,-1.55915,1,3.1150599999999997
160957,38312688,G,25.9083,3.9845,-6.86707,-24.6616,7.93933,-1.85152,-1.04504,1,G,26.2165,6.19983,-4.78837,-25.0185,7.83367,-1.87799,-0.657646,-1,3.0505299999999997
160957,38586024,G,6.2321599999999995,-2.70981,1.2621799999999999,5.4674,2.9893400000000003,1.36442,2.70569,1,T,7.97277,0.177111,2.15572,7.673030000000001,2.16299,1.9786700000000002,1.48882,-1,3.3185
160957,38954509,G,9.10171,6.46822,-5.3461099999999995,-3.52296,8.391589999999999,-0.408375,-0.690703,1,G,8.456430000000001,5.83714,-2.88859,-5.39295,6.51277,-0.754428,-0.45953,-1,3.09238
160957,39053507,G,6.558610000000001,5.27435,-3.85995,-0.535088,6.5359,-0.0817779,-0.6317729999999999,1,G,15.4384,13.603,-6.805289999999999,2.64225,15.2103,0.172853,-0.463872,-1,3.05448
160957,39071440,G,6.8859,-4.1769,-5.25234,1.53976,6.710710000000001,0.227481,-2.24263,-1,G,7.2106699999999995,-3.49779,-6.13238,-1.46356,7.05979,-0.205853,-2.08915,1,3.19292
160957,39680576,G,7.722589999999999,1.51271,4.92528,5.75157,5.152340000000001,0.961269,1.27281,1,G,54.1215,5.91541,39.743,36.2579,40.1808,0.8106260000000001,1.4230399999999999,-1,3.07777
160957,39460398,G,11.2907,4.16818,4.82472,-9.31758,6.375859999999999,-1.17315,0.858276,-1,G,22.9704,12.3009,8.87829,-17.248,15.1703,-0.974981,0.6251800000000001,1,3.01546
160957,39604342,G,6.88306,3.60649,2.7095,5.19781,4.51089,0.9850610000000001,0.6443220000000001,1,G,7.7386800000000004,1.2444600000000001,4.80965,5.9325,4.968030000000001,1.01221,1.31761,-1,3.1372299999999997
160957,39706414,G,15.5563,-2.35705,-2.73057,15.132,3.6071699999999995,2.14095,-2.2829099999999998,-1,G,8.58089,-2.0491200000000003,-3.1581099999999998,7.71025,3.76465,1.4649299999999998,-2.14636,1,2.5975900000000003
160957,39566509,G,14.66,-1.12105,8.67201,-11.7662,8.74417,-1.10595,1.6993599999999998,-1,G,7.98764,-0.177877,6.10569,-5.14588,6.108280000000001,-0.76547,1.59992,1,2.6131599999999997
160957,39841793,G,11.0516,-1.29496,2.24745,10.7424,2.59383,2.1284799999999997,2.0935200000000003,-1,G,20.2303,-1.7789700000000002,8.11898,18.4437,8.311589999999999,1.53751,1.7865,1,3.13308
160957,40067770,G,7.880439999999999,-6.08836,-4.09155,-2.87774,7.33545,-0.38288099999999997,-2.54989,1,G,15.8709,-10.8038,-6.48344,-9.64975,12.5998,-0.705789,-2.60109,-1,3.16446
160957,40170882,G,7.72048,-6.27907,-1.1758899999999999,-4.3342,6.38822,-0.634938,-2.95647,-1,G,4.74446,-3.80913,1.6567,-2.2901,4.15381,-0.52664,2.7313400000000003,1,3.08066
